name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,critic_score,user_score,rating,new_column,total_sales
New Super Mario Bros. U,WiiU,2012,Platform,2.3,1.34,1.27,0.32,84.0,8.1,E,New Super Mario Bros. U_WiiU_Platform_2012,5.23
Dragon Quest VIII: Journey of the Cursed King,PS2,2004,Role-Playing,0.65,0.75,3.61,0.2,89.0,8.8,T,Dragon Quest VIII: Journey of the Cursed King_PS2_Role-Playing_2004,5.21
Super Mario Bros. 3,GBA,2003,Platform,2.93,1.25,0.83,0.2,,,,Super Mario Bros. 3_GBA_Platform_2003,5.21
Professor Layton and the Curious Village,DS,2007,Puzzle,1.21,2.43,1.03,0.52,85.0,8.6,E,Professor Layton and the Curious Village_DS_Puzzle_2007,5.1899999999999995
Super Mario Land 3: Wario Land,GB,1994,Platform,2.49,0.98,1.57,0.15,,,,Super Mario Land 3: Wario Land_GB_Platform_1994,5.19
FIFA Soccer 13,X360,2012,Action,1.09,3.47,0.03,0.57,90.0,6.1,E,FIFA Soccer 13_X360_Action_2012,5.160000000000001
Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995,Platform,2.1,0.74,2.2,0.11,,,,Donkey Kong Country 2: Diddy's Kong Quest_SNES_Platform_1995,5.15
Diablo III,PC,2012,Role-Playing,2.44,2.16,0.0,0.54,88.0,4.0,M,Diablo III_PC_Role-Playing_2012,5.14
Medal of Honor: Rising Sun,PS2,2003,Shooter,1.98,2.23,0.13,0.8,68.0,7.6,T,Medal of Honor: Rising Sun_PS2_Shooter_2003,5.14
Kirby's Dream Land,GB,1992,Platform,2.71,0.61,1.7,0.11,,,,Kirby's Dream Land_GB_Platform_1992,5.13
Microsoft Flight Simulator,PC,1996,Simulation,3.22,1.69,0.0,0.2,,,,Microsoft Flight Simulator_PC_Simulation_1996,5.11
Guitar Hero II,PS2,2006,Misc,3.81,0.63,0.0,0.68,92.0,8.5,T,Guitar Hero II_PS2_Misc_2006,5.12
Fable III,X360,2010,Role-Playing,3.59,1.08,0.05,0.38,80.0,6.5,M,Fable III_X360_Role-Playing_2010,5.1
Mario & Sonic at the Olympic Games,DS,2008,Sports,1.63,2.45,0.44,0.57,,,,Mario & Sonic at the Olympic Games_DS_Sports_2008,5.090000000000001
Resident Evil 5,PS3,2009,Action,1.96,1.41,1.08,0.64,84.0,7.5,M,Resident Evil 5_PS3_Action_2009,5.09
The Legend of Zelda: Phantom Hourglass,DS,2007,Action,1.85,1.8,0.95,0.48,90.0,8.0,E,The Legend of Zelda: Phantom Hourglass_DS_Action_2007,5.08
Super Mario Bros.,GB,1999,Platform,3.4,1.3,0.15,0.22,,,,Super Mario Bros._GB_Platform_1999,5.07
FIFA Soccer 11,PS3,2010,Sports,0.61,3.28,0.06,1.12,89.0,8.0,E,FIFA Soccer 11_PS3_Sports_2010,5.07
Resident Evil,PS,1996,Action,2.05,1.16,1.11,0.73,91.0,9.0,M,Resident Evil_PS_Action_1996,5.050000000000001
Grand Theft Auto: Vice City Stories,PSP,2006,Action,1.7,1.99,0.16,1.18,86.0,8.0,M,Grand Theft Auto: Vice City Stories_PSP_Action_2006,5.03
Tony Hawk's Pro Skater,PS,1999,Sports,3.42,1.38,0.02,0.2,92.0,9.2,T,Tony Hawk's Pro Skater_PS_Sports_1999,5.02
Warzone 2100,PS,1999,Strategy,2.79,1.89,0.0,0.33,,,,Warzone 2100_PS_Strategy_1999,5.01
Spyro the Dragon,PS,1998,Platform,3.36,1.36,0.07,0.21,,,,Spyro the Dragon_PS_Platform_1998,5.0
Guitar Hero III: Legends of Rock,PS2,2007,Misc,3.49,0.01,0.01,1.48,82.0,8.2,T,Guitar Hero III: Legends of Rock_PS2_Misc_2007,4.99
Link's Crossbow Training,Wii,2007,Shooter,3.05,1.17,0.29,0.46,68.0,7.1,T,Link's Crossbow Training_Wii_Shooter_2007,4.97
Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,2007,Role-Playing,1.83,1.19,1.54,0.37,,,,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness_DS_Role-Playing_2007,4.930000000000001
Fallout 3,X360,2008,Role-Playing,3.4,0.99,0.09,0.45,93.0,8.5,M,Fallout 3_X360_Role-Playing_2008,4.93
Uncharted: Drake's Fortune,PS3,2007,Action,2.31,1.72,0.12,0.77,88.0,8.1,T,Uncharted: Drake's Fortune_PS3_Action_2007,4.92
Madden NFL 06,PS2,2005,Sports,3.98,0.26,0.01,0.66,88.0,8.0,E,Madden NFL 06_PS2_Sports_2005,4.91
Diddy Kong Racing,N64,1997,Racing,2.91,0.99,0.89,0.1,,,,Diddy Kong Racing_N64_Racing_1997,4.89
Monster Hunter Freedom 3,PSP,2010,Role-Playing,0.0,0.0,4.87,0.0,,,,Monster Hunter Freedom 3_PSP_Role-Playing_2010,4.87
Super Smash Bros. for Wii U and 3DS,WiiU,2014,Fighting,2.6,1.08,0.81,0.38,,,,Super Smash Bros. for Wii U and 3DS_WiiU_Fighting_2014,4.87
Dr. Mario,NES,1990,Puzzle,2.62,0.6,1.52,0.1,,,,Dr. Mario_NES_Puzzle_1990,4.84
StarCraft II: Wings of Liberty,PC,2010,Strategy,2.57,1.68,0.0,0.58,93.0,8.2,T,StarCraft II: Wings of Liberty_PC_Strategy_2010,4.83
Assassin's Creed,PS3,2007,Adventure,1.91,2.0,0.09,0.82,81.0,7.3,M,Assassin's Creed_PS3_Adventure_2007,4.82
God of War III,PS3,2010,Action,2.74,1.33,0.12,0.61,92.0,8.7,M,God of War III_PS3_Action_2010,4.800000000000001
Crash Team Racing,PS,1999,Racing,2.57,1.57,0.44,0.21,88.0,9.0,E,Crash Team Racing_PS_Racing_1999,4.79
LEGO Star Wars: The Complete Saga,DS,2007,Action,2.83,1.48,0.0,0.45,80.0,5.4,E,LEGO Star Wars: The Complete Saga_DS_Action_2007,4.760000000000001
Driver 2,PS,2000,Action,2.36,2.1,0.02,0.25,62.0,7.7,T,Driver 2_PS_Action_2000,4.7299999999999995
Batman: Arkham City,X360,2011,Action,2.99,1.27,0.04,0.42,94.0,8.7,T,Batman: Arkham City_X360_Action_2011,4.72
The Last of Us,PS4,2014,Action,1.88,2.0,0.07,0.77,,,,The Last of Us_PS4_Action_2014,4.72
The Simpsons: Hit & Run,PS2,2003,Racing,1.73,2.19,0.0,0.79,,,,The Simpsons: Hit & Run_PS2_Racing_2003,4.71
Tony Hawk's Pro Skater 2,PS,2000,Sports,3.05,1.41,0.02,0.2,98.0,7.7,T,Tony Hawk's Pro Skater 2_PS_Sports_2000,4.68
The Lord of the Rings: The Two Towers,PS2,2002,Action,1.94,1.95,0.08,0.7,82.0,8.2,T,The Lord of the Rings: The Two Towers_PS2_Action_2002,4.67
Tomb Raider,PS,1996,Action,2.29,1.97,0.13,0.24,91.0,8.6,T,Tomb Raider_PS_Action_1996,4.63
Animal Crossing: City Folk,Wii,2008,Simulation,1.82,1.12,1.32,0.36,73.0,7.6,E,Animal Crossing: City Folk_Wii_Simulation_2008,4.620000000000001
Uncharted: The Nathan Drake Collection,PS4,2015,Action,2.07,1.71,0.08,0.76,86.0,8.1,T,Uncharted: The Nathan Drake Collection_PS4_Action_2015,4.62
The Legend of Zelda: A Link to the Past,SNES,1991,Action,2.42,0.91,1.15,0.13,,,,The Legend of Zelda: A Link to the Past_SNES_Action_1991,4.61
The Legend of Zelda: The Wind Waker,GC,2002,Action,2.6,0.99,0.89,0.13,96.0,8.9,E,The Legend of Zelda: The Wind Waker_GC_Action_2002,4.609999999999999
Guitar Hero III: Legends of Rock,Wii,2007,Misc,3.04,1.11,0.0,0.43,86.0,8.4,T,Guitar Hero III: Legends of Rock_Wii_Misc_2007,4.58
Luigi's Mansion: Dark Moon,3DS,2013,Action,1.8,1.39,1.11,0.29,86.0,8.4,E,Luigi's Mansion: Dark Moon_3DS_Action_2013,4.59
Forza Motorsport 4,X360,2011,Racing,2.08,1.97,0.06,0.46,91.0,8.2,E,Forza Motorsport 4_X360_Racing_2011,4.569999999999999
Mario & Sonic at the Olympic Winter Games,Wii,2009,Sports,1.87,1.96,0.22,0.48,,,,Mario & Sonic at the Olympic Winter Games_Wii_Sports_2009,4.529999999999999
Madden NFL 2005,PS2,2004,Sports,4.18,0.26,0.01,0.08,91.0,7.9,E,Madden NFL 2005_PS2_Sports_2004,4.529999999999999
Guitar Hero III: Legends of Rock,X360,2007,Misc,3.19,0.91,0.01,0.42,85.0,7.9,T,Guitar Hero III: Legends of Rock_X360_Misc_2007,4.529999999999999
Pitfall!,2600,1981,Platform,4.21,0.24,0.0,0.05,,,,Pitfall!_2600_Platform_1981,4.5
Madden NFL 07,PS2,2006,Sports,3.63,0.24,0.01,0.61,84.0,8.2,E,Madden NFL 07_PS2_Sports_2006,4.49
Halo 5: Guardians,XOne,2015,Shooter,2.78,1.27,0.03,0.41,84.0,6.4,T,Halo 5: Guardians_XOne_Shooter_2015,4.49
Spider-Man: The Movie,PS2,2002,Action,2.71,1.51,0.03,0.23,76.0,7.9,E,Spider-Man: The Movie_PS2_Action_2002,4.48
Dragon Quest VII: Warriors of Eden,PS,2000,Role-Playing,0.2,0.14,4.1,0.02,,,,Dragon Quest VII: Warriors of Eden_PS_Role-Playing_2000,4.459999999999999
Call of Duty: Infinite Warfare,PS4,2016,Shooter,1.61,2.0,0.15,0.71,77.0,3.4,M,Call of Duty: Infinite Warfare_PS4_Shooter_2016,4.470000000000001
God of War,PS2,2005,Action,2.71,1.29,0.02,0.43,94.0,8.9,M,God of War_PS2_Action_2005,4.449999999999999
Splatoon,WiiU,2015,Shooter,1.54,1.18,1.46,0.26,81.0,8.5,E10+,Splatoon_WiiU_Shooter_2015,4.4399999999999995
Nintendo Land,WiiU,2012,Misc,2.52,1.11,0.46,0.33,77.0,7.9,E10+,Nintendo Land_WiiU_Misc_2012,4.42
Tony Hawk's Pro Skater 3,PS2,2001,Sports,2.66,1.29,0.01,0.46,97.0,7.5,T,Tony Hawk's Pro Skater 3_PS2_Sports_2001,4.42
Winning Eleven: Pro Evolution Soccer 2007,PS2,2006,Sports,0.1,2.39,1.05,0.86,86.0,8.9,E,Winning Eleven: Pro Evolution Soccer 2007_PS2_Sports_2006,4.4
The Elder Scrolls IV: Oblivion,X360,2006,Role-Playing,2.82,1.03,0.13,0.4,94.0,8.7,M,The Elder Scrolls IV: Oblivion_X360_Role-Playing_2006,4.38
Zelda II: The Adventure of Link,NES,1987,Adventure,2.19,0.5,1.61,0.08,,,,Zelda II: The Adventure of Link_NES_Adventure_1987,4.38
Need for Speed: Most Wanted,PS2,2005,Racing,2.03,1.79,0.08,0.47,82.0,9.1,T,Need for Speed: Most Wanted_PS2_Racing_2005,4.37
Michael Jackson: The Experience,Wii,2010,Misc,2.64,1.33,0.01,0.39,56.0,8.3,E10+,Michael Jackson: The Experience_Wii_Misc_2010,4.37
Call of Duty: Advanced Warfare,PS3,2014,Shooter,1.56,1.93,0.19,0.68,,4.8,M,Call of Duty: Advanced Warfare_PS3_Shooter_2014,4.36
Resistance: Fall of Man,PS3,2006,Shooter,1.74,1.72,0.14,0.75,86.0,8.1,M,Resistance: Fall of Man_PS3_Shooter_2006,4.35
Sonic the Hedgehog,GEN,1991,Platform,3.03,0.91,0.26,0.13,,,,Sonic the Hedgehog_GEN_Platform_1991,4.33
Kingdom Hearts II,PS2,2005,Role-Playing,2.2,0.58,1.38,0.17,87.0,9.0,E10+,Kingdom Hearts II_PS2_Role-Playing_2005,4.33
The Legend of Zelda: Ocarina of Time,3DS,2011,Action,2.09,1.31,0.62,0.31,,,,The Legend of Zelda: Ocarina of Time_3DS_Action_2011,4.329999999999999
Super Mario 3D World,WiiU,2013,Platform,2.11,1.16,0.73,0.32,93.0,9.0,E,Super Mario 3D World_WiiU_Platform_2013,4.319999999999999
Minecraft,PS4,2014,Misc,1.48,2.02,0.14,0.68,,,,Minecraft_PS4_Misc_2014,4.32
Asteroids,2600,1980,Shooter,4.0,0.26,0.0,0.05,,,,Asteroids_2600_Shooter_1980,4.31
Call of Duty: Advanced Warfare,X360,2014,Shooter,2.77,1.11,0.0,0.4,,4.9,M,Call of Duty: Advanced Warfare_X360_Shooter_2014,4.28
FIFA 15,PS3,2014,Sports,0.58,3.02,0.04,0.64,,4.5,E,FIFA 15_PS3_Sports_2014,4.28
Fable II,X360,2008,Role-Playing,2.51,1.24,0.11,0.41,89.0,6.5,M,Fable II_X360_Role-Playing_2008,4.27
Namco Museum,GBA,2001,Misc,3.0,1.11,0.05,0.07,79.0,7.3,E,Namco Museum_GBA_Misc_2001,4.23
Batman: Arkham Asylum,PS3,2009,Action,2.24,1.31,0.07,0.61,91.0,8.9,T,Batman: Arkham Asylum_PS3_Action_2009,4.23
Metal Gear Solid 3: Snake Eater,PS2,2004,Action,1.46,0.0,0.83,1.93,91.0,9.3,M,Metal Gear Solid 3: Snake Eater_PS2_Action_2004,4.22
Assassin's Creed: Revelations,PS3,2011,Action,1.41,2.01,0.1,0.7,80.0,7.5,M,Assassin's Creed: Revelations_PS3_Action_2011,4.22
Fallout 4,XOne,2015,Role-Playing,2.51,1.32,0.01,0.38,88.0,6.2,M,Fallout 4_XOne_Role-Playing_2015,4.22
FIFA 14,X360,2013,Sports,0.92,2.89,0.01,0.4,84.0,4.2,E,FIFA 14_X360_Sports_2013,4.22
Daxter,PSP,2006,Platform,2.45,1.01,0.0,0.75,85.0,8.7,E10+,Daxter_PSP_Platform_2006,4.21
Warcraft II: Tides of Darkness,PC,1995,Strategy,1.7,2.27,0.0,0.23,,,,Warcraft II: Tides of Darkness_PC_Strategy_1995,4.2
FIFA Soccer 06,PS2,2005,Sports,0.78,2.55,0.04,0.84,80.0,7.8,E,FIFA Soccer 06_PS2_Sports_2005,4.21
EyeToy Play,PS2,2003,Misc,0.88,2.3,0.2,0.83,80.0,7.5,E,EyeToy Play_PS2_Misc_2003,4.21
Gran Turismo 5 Prologue,PS3,2007,Racing,1.28,1.82,0.57,0.52,80.0,7.1,E,Gran Turismo 5 Prologue_PS3_Racing_2007,4.1899999999999995
Assassin's Creed: Revelations,X360,2011,Action,2.25,1.47,0.04,0.43,80.0,7.2,M,Assassin's Creed: Revelations_X360_Action_2011,4.1899999999999995
FIFA 12,X360,2011,Sports,0.84,2.78,0.02,0.53,,,,FIFA 12_X360_Sports_2011,4.17
Teenage Mutant Ninja Turtles,NES,1989,Action,3.38,0.44,0.31,0.04,,,,Teenage Mutant Ninja Turtles_NES_Action_1989,4.17
Street Fighter IV,PS3,2009,Fighting,2.03,1.04,0.58,0.52,94.0,7.3,T,Street Fighter IV_PS3_Fighting_2009,4.17
Excitebike,NES,1984,Racing,2.04,0.48,1.57,0.07,,,,Excitebike_NES_Racing_1984,4.16
Frogger,PS,1997,Action,3.79,0.27,0.0,0.11,,,,Frogger_PS_Action_1997,4.170000000000001
Madden NFL 2003,PS2,2002,Sports,3.36,0.21,0.01,0.56,95.0,7.7,E,Madden NFL 2003_PS2_Sports_2002,4.14
Half-Life,PC,1997,Shooter,4.03,0.0,0.09,0.0,96.0,9.1,M,Half-Life_PC_Shooter_1997,4.12
Super Mario World 2: Yoshi's Island,SNES,1995,Platform,1.65,0.61,1.76,0.09,,,,Super Mario World 2: Yoshi's Island_SNES_Platform_1995,4.109999999999999
FIFA Soccer 07,PS2,2006,Sports,0.71,2.48,0.03,0.89,,,,FIFA Soccer 07_PS2_Sports_2006,4.109999999999999
Street Fighter II Turbo,SNES,1992,Fighting,1.42,0.51,2.1,0.07,,,,Street Fighter II Turbo_SNES_Fighting_1992,4.1000000000000005
World of Warcraft: The Burning Crusade,PC,2007,Role-Playing,2.57,1.52,0.0,0.0,91.0,7.9,T,World of Warcraft: The Burning Crusade_PC_Role-Playing_2007,4.09
Battlefield 1,PS4,2016,Shooter,1.1,2.15,0.21,0.61,88.0,8.4,M,Battlefield 1_PS4_Shooter_2016,4.07
God of War II,PS2,2007,Action,2.32,0.04,0.04,1.67,93.0,8.9,M,God of War II_PS2_Action_2007,4.07
World Soccer Winning Eleven 9,PS2,2005,Sports,0.12,2.26,0.9,0.77,,8.2,E,World Soccer Winning Eleven 9_PS2_Sports_2005,4.05
Fallout: New Vegas,X360,2010,Role-Playing,2.66,1.03,0.04,0.33,84.0,8.1,M,Fallout: New Vegas_X360_Role-Playing_2010,4.0600000000000005
Forza Motorsport 2,X360,2007,Racing,2.35,1.27,0.03,0.41,90.0,8.3,E,Forza Motorsport 2_X360_Racing_2007,4.06
Carnival Games,Wii,2007,Misc,2.12,1.47,0.05,0.42,56.0,6.0,E,Carnival Games_Wii_Misc_2007,4.06
Watch Dogs,PS4,2014,Action,1.4,1.9,0.11,0.64,80.0,6.3,M,Watch Dogs_PS4_Action_2014,4.05
Namco Museum Vol.3,PS,1996,Misc,2.28,1.55,0.16,0.06,,,,Namco Museum Vol.3_PS_Misc_1996,4.05
Tekken Tag Tournament,PS2,2000,Fighting,1.68,1.51,0.51,0.35,85.0,8.5,T,Tekken Tag Tournament_PS2_Fighting_2000,4.05
Far Cry 4,PS4,2014,Shooter,1.13,2.18,0.1,0.63,85.0,7.7,M,Far Cry 4_PS4_Shooter_2014,4.04
Star Fox 64,N64,1997,Shooter,2.78,0.58,0.64,0.04,,,,Star Fox 64_N64_Shooter_1997,4.04
Golf,NES,1984,Sports,1.22,0.28,2.46,0.04,,,,Golf_NES_Sports_1984,4.0
Namco Museum: 50th Anniversary,PS2,2005,Misc,2.08,1.35,0.0,0.54,61.0,,E10+,Namco Museum: 50th Anniversary_PS2_Misc_2005,3.97
Left 4 Dead 2,X360,2009,Shooter,2.67,0.87,0.05,0.38,89.0,8.6,M,Left 4 Dead 2_X360_Shooter_2009,3.9699999999999998
The Witcher 3: Wild Hunt,PS4,2015,Role-Playing,1.02,2.13,0.23,0.59,92.0,9.2,M,The Witcher 3: Wild Hunt_PS4_Role-Playing_2015,3.9699999999999998
Assassin's Creed: Unity,PS4,2014,Action,1.19,2.07,0.08,0.62,70.0,4.9,M,Assassin's Creed: Unity_PS4_Action_2014,3.96
Batman: Arkham Knight,PS4,2015,Action,1.53,1.69,0.1,0.64,87.0,7.6,M,Batman: Arkham Knight_PS4_Action_2015,3.96
The Legend of Zelda: Skyward Sword,Wii,2011,Action,2.03,1.16,0.37,0.38,93.0,8.0,E10+,The Legend of Zelda: Skyward Sword_Wii_Action_2011,3.9399999999999995
Fallout 3,PS3,2008,Role-Playing,2.15,1.13,0.07,0.59,90.0,8.0,M,Fallout 3_PS3_Role-Playing_2008,3.9399999999999995
Professor Layton and the Diabolical Box,DS,2007,Puzzle,0.9,1.76,0.92,0.37,84.0,8.8,E10+,Professor Layton and the Diabolical Box_DS_Puzzle_2007,3.95
Donkey Kong Land,GB,1994,Platform,1.97,0.76,1.07,0.11,,,,Donkey Kong Land_GB_Platform_1994,3.9099999999999997
EA Sports Active,Wii,2009,Sports,2.09,1.35,0.06,0.4,81.0,8.7,E,EA Sports Active_Wii_Sports_2009,3.9
Tony Hawk's Underground,PS2,2003,Sports,2.29,1.17,0.01,0.42,90.0,8.7,T,Tony Hawk's Underground_PS2_Sports_2003,3.8899999999999997
Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,0.68,0.48,2.62,0.11,86.0,8.7,T,Monster Hunter 4 Ultimate_3DS_Role-Playing_2014,3.89
The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,1.16,2.12,0.0,0.6,94.0,8.1,M,The Elder Scrolls V: Skyrim_PC_Role-Playing_2011,3.8800000000000003
NBA 2K16,PS4,2015,Sports,2.49,0.66,0.03,0.69,87.0,6.7,E10+,NBA 2K16_PS4_Sports_2015,3.87
Tekken 5,PS2,2005,Fighting,0.93,1.94,0.31,0.7,88.0,8.6,T,Tekken 5_PS2_Fighting_2005,3.88
Dragon Warrior III,NES,1988,Role-Playing,0.1,0.0,3.77,0.0,,,,Dragon Warrior III_NES_Role-Playing_1988,3.87
MotorStorm,PS3,2006,Racing,1.53,1.6,0.06,0.67,84.0,7.4,T,MotorStorm_PS3_Racing_2006,3.86
Nintendogs + cats,3DS,2011,Simulation,1.44,1.41,0.73,0.27,,,,Nintendogs + cats_3DS_Simulation_2011,3.8499999999999996
World Soccer Winning Eleven 8 International,PS2,2004,Sports,0.16,1.89,1.12,0.68,91.0,9.1,E,World Soccer Winning Eleven 8 International_PS2_Sports_2004,3.85
Sports Champions,PS3,2010,Sports,2.13,1.12,0.1,0.5,76.0,7.9,E10+,Sports Champions_PS3_Sports_2010,3.85
Namco Museum Vol.1,PS,1995,Misc,2.12,1.44,0.22,0.06,,,,Namco Museum Vol.1_PS_Misc_1995,3.8400000000000003
The Legend of Zelda: Link's Awakening,GB,1992,Action,2.21,0.96,0.54,0.13,,,,The Legend of Zelda: Link's Awakening_GB_Action_1992,3.84
Call of Duty: Ghosts,PS4,2013,Shooter,1.78,1.43,0.05,0.57,78.0,3.7,M,Call of Duty: Ghosts_PS4_Shooter_2013,3.8299999999999996
Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,0.86,1.56,1.05,0.35,59.0,4.0,E,Flash Focus: Vision Training in Minutes a Day_DS_Misc_2007,3.82
Tom Clancy's The Division,PS4,2016,Shooter,1.35,1.7,0.15,0.6,80.0,7.0,M,Tom Clancy's The Division_PS4_Shooter_2016,3.8
Big Brain Academy: Wii Degree,Wii,2007,Misc,1.05,1.91,0.41,0.42,68.0,6.9,E,Big Brain Academy: Wii Degree_Wii_Misc_2007,3.79
Resident Evil Director's Cut,PS,1996,Action,1.82,1.24,0.47,0.25,,,,Resident Evil Director's Cut_PS_Action_1996,3.7800000000000002
Mario & Luigi: Bowser's Inside Story,DS,2009,Role-Playing,2.23,0.47,0.81,0.26,,,,Mario & Luigi: Bowser's Inside Story_DS_Role-Playing_2009,3.7700000000000005
LEGO Indiana Jones: The Original Adventures,X360,2008,Action,2.4,1.01,0.0,0.36,77.0,7.5,E10+,LEGO Indiana Jones: The Original Adventures_X360_Action_2008,3.77
The Sims: Unleashed,PC,2002,Simulation,2.03,1.56,0.0,0.17,79.0,8.0,T,The Sims: Unleashed_PC_Simulation_2002,3.76
Ratchet & Clank: Size Matters,PSP,2007,Platform,1.4,1.39,0.1,0.86,,,,Ratchet & Clank: Size Matters_PSP_Platform_2007,3.75
Harry Potter and the Sorcerer's Stone,PS,2001,Action,1.37,2.0,0.14,0.22,64.0,7.5,E,Harry Potter and the Sorcerer's Stone_PS_Action_2001,3.7300000000000004
Mario & Sonic at the London 2012 Olympic Games,Wii,2011,Sports,1.12,1.87,0.27,0.45,,,,Mario & Sonic at the London 2012 Olympic Games_Wii_Sports_2011,3.7100000000000004
Resident Evil 3: Nemesis,PS,1999,Action,1.3,0.77,1.54,0.11,,,,Resident Evil 3: Nemesis_PS_Action_1999,3.72
Super Paper Mario,Wii,2007,Platform,1.95,0.86,0.59,0.31,85.0,7.9,E,Super Paper Mario_Wii_Platform_2007,3.71
Spyro: Year of the Dragon,PS,2000,Platform,1.93,1.58,0.0,0.19,91.0,8.8,E,Spyro: Year of the Dragon_PS_Platform_2000,3.6999999999999997
Assassin's Creed IV: Black Flag,PS3,2013,Action,1.33,1.68,0.13,0.57,88.0,8.1,M,Assassin's Creed IV: Black Flag_PS3_Action_2013,3.7099999999999995
FIFA Soccer 2005,PS2,2004,Sports,0.58,2.48,0.04,0.59,81.0,7.6,E,FIFA Soccer 2005_PS2_Sports_2004,3.69
Pokémon Trading Card Game,GB,1998,Strategy,1.49,0.73,1.38,0.1,,,,Pokémon Trading Card Game_GB_Strategy_1998,3.6999999999999997
Friend Collection,DS,2009,Misc,0.0,0.0,3.67,0.0,,,,Friend Collection_DS_Misc_2009,3.67
Tony Hawk's Pro Skater 4,PS2,2002,Sports,2.13,1.18,0.01,0.35,94.0,8.5,T,Tony Hawk's Pro Skater 4_PS2_Sports_2002,3.6699999999999995
Star Wars Battlefront (2015),XOne,2015,Shooter,2.04,1.28,0.02,0.32,,,,Star Wars Battlefront (2015)_XOne_Shooter_2015,3.66
MySims,DS,2007,Simulation,1.58,1.59,0.08,0.41,67.0,7.3,E,MySims_DS_Simulation_2007,3.66
Midnight Club 3: DUB Edition,PSP,2005,Racing,1.65,1.21,0.0,0.79,74.0,8.4,E10+,Midnight Club 3: DUB Edition_PSP_Racing_2005,3.65
Banjo-Kazooie,N64,1998,Platform,1.87,1.13,0.55,0.1,,,,Banjo-Kazooie_N64_Platform_1998,3.65
SOCOM: U.S. Navy SEALs,PS2,2002,Shooter,2.53,0.81,0.06,0.24,82.0,7.9,M,SOCOM: U.S. Navy SEALs_PS2_Shooter_2002,3.6399999999999997
Jak and Daxter: The Precursor Legacy,PS2,2001,Platform,2.08,1.09,0.15,0.33,90.0,8.7,E,Jak and Daxter: The Precursor Legacy_PS2_Platform_2001,3.65
Pokemon Snap,N64,1999,Simulation,2.23,0.68,0.66,0.06,,,,Pokemon Snap_N64_Simulation_1999,3.6300000000000003
Pro Evolution Soccer 2008,PS2,2007,Sports,0.05,0.0,0.64,2.93,82.0,7.9,E,Pro Evolution Soccer 2008_PS2_Sports_2007,3.62
Resident Evil 4,PS2,2005,Action,2.08,0.83,0.46,0.25,96.0,8.9,M,Resident Evil 4_PS2_Action_2005,3.62
Guitar Hero: World Tour,Wii,2008,Misc,2.32,0.96,0.0,0.34,86.0,7.6,T,Guitar Hero: World Tour_Wii_Misc_2008,3.6199999999999997
FIFA Soccer 10,PS3,2009,Sports,0.6,2.45,0.05,0.52,91.0,7.6,E,FIFA Soccer 10_PS3_Sports_2009,3.62
Star Wars: Battlefront,PS2,2004,Shooter,1.93,1.22,0.03,0.44,82.0,8.7,T,Star Wars: Battlefront_PS2_Shooter_2004,3.6199999999999997
Doom II: Hell on Earth,PC,1994,Shooter,2.05,1.4,0.0,0.16,,,,Doom II: Hell on Earth_PC_Shooter_1994,3.61
The Simpsons: Road Rage,PS2,2001,Racing,2.02,1.17,0.0,0.42,64.0,7.7,T,The Simpsons: Road Rage_PS2_Racing_2001,3.61
Luigi's Mansion,GC,2001,Action,2.38,0.67,0.46,0.1,78.0,8.5,E,Luigi's Mansion_GC_Action_2001,3.61
Battlefield 4,PS4,2013,Shooter,1.35,1.55,0.17,0.51,85.0,6.9,M,Battlefield 4_PS4_Shooter_2013,3.58
Star Wars: Battlefront II,PS2,2005,Shooter,2.18,1.02,0.03,0.37,84.0,9.0,T,Star Wars: Battlefront II_PS2_Shooter_2005,3.6
Just Dance 2014,Wii,2013,Misc,1.88,1.39,0.0,0.31,,6.2,E10+,Just Dance 2014_Wii_Misc_2013,3.5799999999999996
Cooking Mama 2: Dinner With Friends,DS,2007,Simulation,1.6,1.49,0.1,0.39,70.0,8.0,E,Cooking Mama 2: Dinner With Friends_DS_Simulation_2007,3.58
WWF SmackDown!,PS,2000,Fighting,2.01,1.35,0.06,0.16,,,,WWF SmackDown!_PS_Fighting_2000,3.58
Croc: Legend of the Gobbos,PS,1997,Platform,1.57,1.79,0.0,0.2,,,,Croc: Legend of the Gobbos_PS_Platform_1997,3.5600000000000005
Grand Theft Auto: Liberty City Stories,PS2,2006,Action,1.56,1.4,0.07,0.5,78.0,7.8,M,Grand Theft Auto: Liberty City Stories_PS2_Action_2006,3.53
The Getaway,PS2,2002,Action,1.23,1.77,0.05,0.49,72.0,6.8,M,The Getaway_PS2_Action_2002,3.54
Tomb Raider III: Adventures of Lara Croft,PS,1997,Action,1.66,1.58,0.12,0.18,,,,Tomb Raider III: Adventures of Lara Croft_PS_Action_1997,3.5400000000000005
James Bond 007: Agent Under Fire,PS2,2001,Shooter,1.9,1.13,0.1,0.41,72.0,7.9,T,James Bond 007: Agent Under Fire_PS2_Shooter_2001,3.54
